curriculum_record_id,country,curriculum_name,curriculum_version,academic_year,education_level,phase,grade,subject,subject_variant,element_code,element_name,learning_outcome_code,learning_outcome_text,learning_objective_code,learning_objective_text,topic_code,topic_name,topic_description,prerequisites,suggested_sequence,assessment_type,source_resource_id,source_document_title,source_page_start,source_page_end,official_source_url,effective_from,effective_until,verification_status,license_category,extraction_confidence,review_notes
CPM-SEJARAH-SMK-MAK-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Sejarah Smk/Mak,,,,CP-SEJARAH-SMK-MAK-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut 2.1. Pemahaman Konsep Memahami kehidupan bangsa Indonesia pada masa pendudukan Jepang, proklamasi kemerdekaan Indonesia, upaya mempertahankan kemerdekaan, masa pemerintahan Sukarno, masa pemerintahan Suharto, dan masa reformasi dengan menggunakan konsep-konsep dasar ilmu sejarah. Murid memiliki kesadaran sejarah sebagai wujud literasi dan empati terhadap perjalanan bangsa. Selain itu, murid juga memiliki kemampuan mengaitkan nilai-nilai sejarah yang relevan dengan kompetensi kejuruan dalam menghadapi tantangan dan peluang di dunia kerja serta dunia industri yang terus berkembang 2.2. Keterampilan Proses Mengaplikasikan literasi sejarah, membangun kesadaran sejarah, dan merumuskan penelitian sejarah secara sederhana melalui proses mengamati fenomena sejarah, menanya, mengumpulkan informasi, menganalisis informasi, mengomunikasikan, dan mengaitkannya dengan muatan vokasional sesuai dengan kompetensi kejuruannya.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-PERAWATAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Perawatan,,,,CP-DASAR-DASAR-TEKNIK-PERAWATAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Kerja Bidang Perawatan Gedung Menganalisis rangkaian aktivitas atau tugas pada pekerjaan perencanaan, pelaksanaan, dan perawatan gedung; serta menganalisis prosedur kepuasan pelanggan, job profile dan entrepreneurship dalam bidang perawatan gedung. 2. Kecakapan Kerja Dasar (Basic Job Skills), K3LH, dan Budaya Kerja Bidang Perawatan Gedung Menerapkan praktik dasar secara keseluruhan pada bidang perawatan gedung, termasuk penggunaan peralatan dan teknologi yang digunakan di dunia kerja; serta mampu menerapkan K3LH dan budaya kerja bidang perawatan gedung. 3. Statika Bangunan M enerapkan tentang elemen-elemen struktur bangunan, keseimbangan gaya pada struktur bangunan, gaya batang pada konstruksi rangka sederhana sebagai dasar perhitungan pekerjaan konstruksi pada struktur bangunan. 4. Dasar Konstruksi Bangunan Menganalisis spesifikasi, karakteristik dan konsep dasar bahan bangunan dengan berbasis green material dan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-KONSTRUKSI-DAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Konstruksi dan,,,,CP-DASAR-DASAR-KONSTRUKSI-DAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Kerja pada Bidang Jasa Konstruksi dan Perawatan Bangunan Sipil Memahami rangkaian aktivitas atau tugas serta perkembangan dunia kerja jasa konstruksi (konsultan perencana, kontraktor pelaksana, konsultan pengawas) dan perawatan bangunan sipil. 2. Statika Bangunan Menganalisis statika bangunan sebagai dasar perhitungan pekerjaan konstruksi pada struktur bangunan sipil. 3. Dasar Konstruksi Bangunan Menganalisis spesifikasi dan karakteristik bahan bangunan, serta jenis pekerjaan konstruksi dan perawatan bangunan sipil sesuai dengan kaidah K3LH. 4. Ukur Tanah Menerapkan pengoperasian peralatan pengukuran, prosedur teknik perawatan sesuai dengan kaidah K3LH melalui penyusunan data sesuai kondisi di lapangan. 5. Gambar Teknik Membuat gambar proyeksi orthogonal (2D) dan proyeksi piktorial (3D) dengan kaidah K3LH.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-KONSTRUKSI-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Konstruksi,,,,CP-DASAR-DASAR-TEKNIK-KONSTRUKSI-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan dunia kerja bidang perkapalan Menganalisis aktivitas pekerjaan pada bidang industri perkapalan antara lain mekanisme kerja, jenis-jenis pengedokan, jenis fasilitas dan layanan pendukung di galangan kapal, proses produksi kapal, perkembangan industri perkapalan, dan profesi dalam industri perkapalan serta menganalisis peluang pasar serta usaha di bidang perkapalan. 2. Kecakapan kerja dasar (basic job skills), budaya kerja dan K3LH Menerapkan teori dasar perkapalan, pekerjaan dasar teknologi perkapalan yang terdiri dari kerja bangku, pekerjaan dasar logam, pekerjaan dasar listrik, pekerjaan dan dasar non logam serta budaya kerja industri yang berwawasan lingkungan. 3. Gambar teknik Menerapkan pembuatan gambar konstruksi geometri meliputi garis, busur, lingkaran, dan sudut; mengevaluasi pembuatan gambar proyeksi meliputi proyeksi piktorial dan proyeksi orthogonal; dan menerapkan penggunaan aturan gambar teknik meliputi pengukuran, penerapan simbol, potongan, dan gambar bukaan. 4. Gambar basic design dengan CAD Menerapkan penggunaan CAD pada penggambaran basic desain.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-DESAIN-PEMODELAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Desain Pemodelan,,,,CP-DASAR-DASAR-DESAIN-PEMODELAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Kerja Bidang Desain Pemodelan dan Informasi Bangunan Menganalisis rangkaian aktivitas pekerjaan pada bidang pemodelan dan informasi bangunan serta perkembangan teknologi dan isu-isu global terkait green building dan sustainable building yang dijadikan dasar dalam penggambaran konstruksi bangunan. 2. Kecakapan Kerja Dasar (Basic Job Skills), K3LH, dan Budaya Kerja",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-FURNITUR-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Furnitur,,,,CP-DASAR-DASAR-TEKNIK-FURNITUR-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Kerja Bidang Furnitur Menganalisis profesi dan kewirausahaan ( job-profile dan technopreneurship ) serta peluang usaha pada bidang furnitur dan aktivitas pekerjaan industri furnitur. 2. Kecakapan Kerja Dasar (Basic Job Skills), K3LH, dan Budaya Kerja Menerapkan kegiatan praktik yang terkait dengan seluruh proses produksi dan teknologi yang diaplikasikan dalam industri furnitur; pengenalan dan praktik dasar kayu, mesin kayu, Computer Aided Design (CAD); simulasi Computer Aided Manufacturing (CAM)-CNC, dan penerapan K3LH serta budaya kerja. 3. Gambar Teknik Menggambar teknik manual dan/atau menggunakan aplikasi perangkat lunak serta gambar dasar teknik furnitur. 4. Pemilihan Kayu untuk Produksi Furnitur Mengidentifikasi kayu untuk produksi furnitur secara mandiri. 5. Pembuatan Sambungan dengan Peralatan Tangan dan Mesin Membuat macam-macam sambungan pada konstruksi furnitur dengan peralatan tangan dan mesin. 6. Perawatan Peralatan Tangan dan Mesin Menerapkan perawatan, penajaman, penyetelan, dan penyimpanan peralatan tangan dan mesin sesuai standar.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-MESIN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Mesin,,,,CP-DASAR-DASAR-TEKNIK-MESIN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Bidang Teknik Mesin Menjelaskan perkembangan proses produksi industri manufaktur, Internet of Thing , wawasan hijau ( green skill ), proses produksi dan perawatan mesin berbantuan kecerdasan buatan (AI). 2. Kecakapan Kerja Dasar (basic job skills), K3, dan Budaya Kerja Mengidentifikasi bahaya-bahaya di tempat kerja serta menerapkan prosedur-prosedur dalam keadaan darurat, praktik-praktik kerja yang aman, dan budaya kerja industri. 3. Teknik Dasar Proses Produksi pada Bidang Manufaktur Mesin Menerapkan teknologi cutting dan non cutting terkini, alat ukur, perkakas tangan, perkakas bertenaga, pemesinan dasar, dan pengelasan dasar. 4. Pengetahuan Bahan (Material Science) Menganalisis jenis-jenis, sifat-sifat, dan fungsi bahan dalam proses manufaktur. 5. Dasar Sistem Mekanik Menganalisis jenis sambungan, tumpuan (bushing and bearing), dan transmisi mesin. 6. Gambar Teknik Menerapkan macam-macam peralatan gambar dan CADD, standardisasi dalam pembuatan gambar, teknik sketsa, proyeksi gambar, dan pembacaan gambar teknik.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-OTOMOTIF-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Otomotif,,,,CP-DASAR-DASAR-TEKNIK-OTOMOTIF-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Otomotif Menjelaskan wawasan dunia usaha, dunia industri, dunia kerja bidang otomotif, perkembangan teknologi pada berbagai komponen dan jenis produk otomotif serta isu global, perubahan iklim dan penggunaan kecerdasan buatan pada bidang otomotif kendaraan ringan, kendaraan angkutan, sepeda motor, alat berat dan sejenisnya. 2. Kecakapan Kerja Dasar (Basic Job Skills), K3, dan Budaya Kerja Menerapkan prosedur perawatan dan perbaikan otomotif, potensi bahaya di tempat kerja, prosedur keselamatan dan kesehatan lingkungan kerja, alat pelindung diri, dan prosedur dalam keadaan darurat serta budaya kerja pada bidang otomotif. 3. Gambar Teknik Otomotif Menerapkan gambar teknik berdasarkan standar gambar teknik yang berlaku; membaca gambar teknik; serta menentukan letak dan posisi komponen otomotif sesuai buku manual servis. 4. Peralatan dan Perlengkapan Tempat Kerja Menerapkan cara memilih, menggunakan, dan merawat peralatan peralatan umum ( general tools ), alat perlengkapan bengkel ( equipment tools ), peralatan servis khusus ( special service tools), alat ukur (measuring tools), dan alat diagnosis ( diagnostic tools ). 5. Dasar Kelistrikan dan Elektronika Otomotif Menerapkan prinsip dasar kelistrikan, komponen elektronika otomotif, serta perbaikan rangkaian dasar kelistrikan dan elektronika otomotif. 6. Komponen Otomotif Menganalisis komponen utama konversi energi otomotif, komponen tambahan mesin otomotif, dan komponen perlengkapan mesin otomotif. 7. Dasar Sistem Hidrolik dan Pneumatik",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-PENGELASAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Pengelasan,,,,CP-DASAR-DASAR-TEKNIK-PENGELASAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan dunia kerja bidang pengelasan dan fabrikasi logam Menganalisis perkembangan teknologi pada bidang pengelasan dan fabrikasi logam di berbagai bidang aktivitas pekerjaan industri konstruksi dan manufaktur; serta memahami profesi dan kewirausahaan ( job-profile dan technopreneurship) di bidang pengelasan dan fabrikasi logam. 2. Kecakapan kerja dasar (Basic Job Skill), K3LH, dan Budaya kerja Menerapkan K3LH dan budaya kerja industri pada proses pengelasan dan fabrikasi logam yang diaplikasikan dalam industri konstruksi dan manufaktur; mengunakan perkakas tangan, perkakas bertenaga, gambar teknik, pengelasan, computer aided design (CAD), dan sejenisnya. 3. Gambar teknik Menggambar teknik dasar lingkup pengelasan dan fabrikasi logam serta mampu mengaplikasikan dasar CAD. 4. Penggunaan perkakas bengkel Menerapkan penggunaan perkakas bengkel sesuai dengan POS. 5. Pengelasan SMAW dasar Menerapkan pengelasan pelat baja karbon posisi di bawah tangan sesuai dengan WPS dan melaksanakan pemeriksaan hasil pengelasan secara visual.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-LOGISTIK-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Logistik,,,,CP-DASAR-DASAR-TEKNIK-LOGISTIK-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Kerja Bidang Teknik Logistik Menganalisis proses bisnis (rangkaian aktivitas dan tugas) pada bidang logistik atau teknik industri secara menyeluruh pada berbagai industri, perkembangan teknik",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-ELEKTRONIKA-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Elektronika,,,,CP-DASAR-DASAR-TEKNIK-ELEKTRONIKA-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Dunia Kerja Bidang Elektronika Menganalisis proses produksi mulai dari perancangan produk, supply chain , proses produksi, quality control , dan pengemasan pada industri manufaktur dan rekayasa elektronik; menerapkan perawatan peralatan produksi, serta pengelolaan sumber daya manusia dengan memperhatikan potensi dan kearifan lokal; menganalisis revolusi industri 4.0 dalam bidang elektronika, teknologi digital dalam dunia industri, product life cycle , isu pemanasan global, waste control , dan perubahan iklim; dan menganalisis profil dan kewirausahaan ( job profile dan technopreneurship ) dalam bidang manufaktur dan rekayasa elektronika. 2. Kecakapan Kerja Dasar (Basic Job Skills), K3LH, dan Budaya Kerja Menerapkan prinsip dasar, peraturan dan prosedur keselamatan dan kesehatan kerja serta lingkungan hidup (K3LH); menerapkan makna rambu-rambu keselamatan dan kesehatan kerja serta lingkungan hidup (K3LH), tindakan pencegahan jenis-jenis bahaya kerja, prosedur penanganan limbah B3, prosedur dan tindakan keselamatan dan kesehatan kerja dalam kondisi",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-PESAWAT-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Pesawat,,,,CP-DASAR-DASAR-TEKNIK-PESAWAT-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan dunia kerja bidang penerbangan Menganalisis aktivitas pekerjaan yang berhubungan dengan profesi dan pekerjaan di dunia penerbangan meliputi aktivitas pekerjaan di dalam pesawat udara dan di bandara. 2. Kecakapan dasar (Basic Skill), K3, dan budaya kerja Menerapkan kecakapan dasar ( Basic skill ), K3, dan budaya kerja industri di tempat kerja.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-KIMIA-ANALISIS-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Kimia Analisis,,,,CP-DASAR-DASAR-KIMIA-ANALISIS-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan dunia kerja bidang kimia analisis Menganalisis aktivitas pekerjaan pada bidang kimia analisis secara menyeluruh, perkembangan teknologi kimia analisis, dan isu-isu global seputar laboratorium kimia analisis dan industri yang melibatkan kimia analisis, serta profesi dan kewirausahaan ( job-profile dan technopreneurship ) di bidang kimia analisis. 2. Kecakapan kerja dasar (basic job skills), K3, dan budaya kerja Menerapkan konsep dan teknik dasar proses kerja di bidang kimia analisis, K3LH, dan budaya kerja industri. 3. Pengelolaan laboratorium kimia",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-KIMIA-INDUSTRI-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Kimia Industri,,,,CP-DASAR-DASAR-TEKNIK-KIMIA-INDUSTRI-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan Kerja Bidang Teknik Kimia Industri Menganalisis karakteristik industri kimia, serta menguraikan perkembangan proses produksinya dari teknologi konvensional hingga teknologi modern mencakup product life cycle , aktivitas bidang kimia industri yang berdampak pada perubahan iklim, dan analisis pengelolaan sumber daya manusia yang memperhatikan potensi serta kearifan lokal yang meliputi ketenagakerjaan, ragam profesi dalam bidang kimia industri, kegiatan kewirausahaan, serta identifikasi peluang usaha di bidang kimia industri.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-DASAR-DASAR-TEKNIK-TEKSTIL-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Dasar-Dasar Teknik Tekstil,,,,CP-DASAR-DASAR-TEKNIK-TEKSTIL-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1. Wawasan dunia kerja bidang industri tekstil Menganalisis proses bisnis dan profesi bidang teknologi tekstil. 2. Sejarah dan Perkembangan Industri Tekstil Menganalisis sejarah dan perkembangan teknologi tekstil. 3. Pengetahuan Teknologi Tekstil Menerapkan dasar-dasar proses produksi dan teknologi yang diterapkan dalam industri tekstil meliputi pemintalan serat buatan, pembuatan benang stapel, pembuatan kain,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
