curriculum_record_id,country,curriculum_name,curriculum_version,academic_year,education_level,phase,grade,subject,subject_variant,element_code,element_name,learning_outcome_code,learning_outcome_text,learning_objective_code,learning_objective_text,topic_code,topic_name,topic_description,prerequisites,suggested_sequence,assessment_type,source_resource_id,source_document_title,source_page_start,source_page_end,official_source_url,effective_from,effective_until,verification_status,license_category,extraction_confidence,review_notes
CPM-PRAKARYA-KERAJINAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Prakarya Kerajinan,,,,CP-PRAKARYA-KERAJINAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 2.1. Eksplorasi dan Observasi Menganalisis keragaman teknik budi daya tanaman, jamur, ternak, atau ikan yang bernilai ekonomis. 2.2. Desain/Perencanaan Menyusun rencana kegiatan budi daya dan kelayakannya berdasarkan analisis kebutuhan pasar dan/atau potensi sumber daya yang tersedia. 2.3. Produksi Melakukan kegiatan budi daya berbasis nilai ekonomi produk/ kebutuhan pasar dan/atau sumber daya yang tersedia dan pengemasan yang menarik. 2.4. Evaluasi dan Refleksi Mengevaluasi dan merefleksi proses serta produk budi daya bernilai ekonomis yang dihasilkan. XIX.2.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PRAKARYA-KERAJINAN-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Prakarya Kerajinan,,,,CP-PRAKARYA-KERAJINAN-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut: 1.1. Eksplorasi dan Observasi Memahami proses observasi dan eksplorasi produk kerajinan berdasarkan karakteristik bentuk, bahan, alat, teknik, prosedur pembuatan sesuai potensi lingkungan/kearifan lokal 1.2. Desain/Perencanaan Merancang desain produk kerajinan menggunakan bahan, alat, teknik, dan prosedur pembuatan, dengan mempertimbangkan potensi lingkungan/kearifan lokal. 1.3. Produksi Membuat produk kerajinan sesuai dengan rancangan serta menampilkan melalui displai produk yang sesuai. 1.4. Evaluasi dan Refleksi",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PRAKARYA-PENGOLAHAN-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Prakarya Pengolahan,,,,CP-PRAKARYA-PENGOLAHAN-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 1.1. Observasi dan Eksplorasi Mengidentifikasi dan mengomunikasikan karakteristik bahan, alat, teknik pengolahan, pengemasan, dan penyajian produk olahan pangan dan atau nonpangan sesuai potensi lingkungan. 1.2. Perencanaan Merancang modifikasi bahan, alat, atau teknik pengolahan, pengemasan atau penyajian produk olahan pangan dan atau nonpangan. 1.3. Produksi Membuat, mengemas, dan menyajikan produk olahan pangan dan atau nonpangan hasil rancangan modifikasi dengan menerapkan K3 (kesehatan dan keselamatan kerja). 1.4. Refleksi dan Evaluasi Mengevaluasi dan merefleksi setiap tahapan produksi olahan pangan dan atau nonpangan hasil modifikasi. 2. Fase E (Umumnya untuk Kelas X SMA/MA/Program Paket C)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PRAKARYA-REKAYASA-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Prakarya Rekayasa,,,,CP-PRAKARYA-REKAYASA-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 1.1. Observasi dan eksplorasi Menganalisis aspek-aspek yang penting diobservasi dalam pengembangan produk rekayasa dan mengeksplorasi produk rekayasa teknologi tepat guna yang kreatif, inovatif, dan bernilai ergonomis berdasarkan karakteristik bahan, alat, teknik, atau prosedur pembuatan. 1.2. Desain/perencanaan Merancang desain produk rekayasa teknologi tepat",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PRAKARYA-REKAYASA-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Prakarya Rekayasa,,,,CP-PRAKARYA-REKAYASA-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 2.1. Observasi dan eksplorasi Menganalisis aspek-aspek yang penting diobservasi dalam pengembangan produk rekayasa teknologi terapan; mengeksplorasi karakteristik bahan, alat, teknik, prosedur pembuatan produk prototipe /dummy /model rekayasa teknologi terapan berdasarkan analisis kebutuhan, kelayakan fungsi, atau nilai ekonomis. 2.2. Desain/perencanaan Membuat rancangan prototipe/ dummy/ model rekayasa teknologi terapan dari hasil mengeksplorasi bahan, teknik, alat, dan prosedur pembuatan, serta memperhatikan potensi budaya, kearifan lokal dan teknologi yang siap dikembangkan. 2.3. Produksi Membuat produk rekayasa teknologi terapan sesuai dengan kebutuhan lingkungan melalui modifikasi bahan, alat, teknik, dan prosedur pembuatan yang",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PRAKARYA-DAN-KEWIRAUSAHAAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Prakarya dan Kewirausahaan,,,,CP-PRAKARYA-DAN-KEWIRAUSAHAAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Eksplorasi dan Observasi Menganalisis peluang usaha produk budidaya berdasarkan potensi internal dan eksternal. 2. Desain/Perencanaan Menyusun rencana usaha dalam bentuk proposal sederhana berdasarkan kajian ilmiah, pemanfaatan teknologi, ekosistem dan analisis kebutuhan pasar sesuai potensi lingkungan/kearifan lokal. 3. Produksi Menyusun strategi produksi dan standar produk, melaksanakan kegiatan budi daya dan mengendalikan mutu produk, melaksanakan pengemasan dan pemasaran produk serta memberikan layanan terhadap pelanggan. 4. Evaluasi dan Refleksi Mengevaluasi, merefleksikan proses dan produk budi daya, kepuasan pelanggan, serta melakukan perbaikan secara berkelanjutan. XX.2.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Pendidikan,,,,CP-PENDIDIKAN-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut. 1.1. Terampil Bergerak Mempraktikkan keterampilan gerak fundamental dan menerapkannya dalam berbagai situasi gerak yang berbeda; mengeksplorasi berbagai strategi gerak; dan mengeksplorasi berbagai konsep gerak serta menyimpulkan efektivitasnya. 1.2. Belajar Melalui Gerak Menaati peraturan untuk menumbuhkan fair play di dalam berbagai aktivitas jasmani; menerapkan strategi kolaborasi ketika berpartisipasi dalam aktivitas jasmani.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan,,,,CP-PENDIDIKAN-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut. 2.1. Terampil Bergerak Menghaluskan keterampilan gerak fundamental dan menerapkannya dalam situasi gerak yang baru; menyesuaikan strategi gerak untuk mendapatkan capaian keterampilan gerak; dan memperagakan berbagai konsep gerak yang dapat diterapkan dalam rangkaian gerak. 2.2. Belajar Melalui Gerak Menerapkan strategi gerak sederhana dan memecahkan masalah gerak; menerapkan peraturan untuk menumbuhkan fair play di dalam berbagai aktivitas jasmani; dan berpartisipasi secara positif dalam kelompok atau tim di dalam berbagai aktivitas jasmani. 2.3. Bergaya Hidup Aktif Berpartisipasi dalam berbagai aktivitas jasmani dan mengenali faktor-faktor yang menyebabkan aktivitas jasmani menyenangkan. 2.4. Memilih Hidup yang Menyehatkan Mengenali risiko kesehatan akibat gaya hidup dan berbagai aktivitas jasmani untuk pencegahannya; mengidentifikasi pola makan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan,,,,CP-PENDIDIKAN-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut. 3.1. Terampil Bergerak Menyesuaikan keterampilan gerak melintasi berbagai situasi gerak; mentransfer strategi gerak yang sudah dikuasai ke dalam berbagai situasi gerak yang berbeda; dan menginvestigasi berbagai konsep gerak yang dapat diterapkan untuk meningkatkan capaian keterampilan gerak 3.2. Belajar Melalui Gerak Menguji efektivitas penerapan strategi gerak dalam berbagai situasi gerak; merancang peraturan alternatif dan modifikasi permainan untuk mendukung fair play dan partisipasi inklusif; dan menjalankan berbagai peran untuk mencapai keberhasilan kelompok atau tim di dalam berbagai aktivitas jasmani. 3.3. Bergaya Hidup Aktif Berpartisipasi dalam aktivitas jasmani dan menjelaskan pengaruh aktivitas jasmani yang teratur terhadap kesehatan; mengidentifikasi rekomendasi aktivitas jasmani serta pencegahan perilaku sedenter. 3.4. Memilih Hidup yang Menyehatkan Mengidentifikasi dan menghubungkan antara gaya hidup, risiko kesehatan, dan aktivitas pencegahannya sesuai rekomendasi otoritas kesehatan; menjelaskan pola makan sehat untuk",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan,,,,CP-PENDIDIKAN-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 4.1. Terampil Bergerak Menerapkan keterampilan gerak serta mentransfernya ke dalam berbagai situasi gerak; memperagakan strategi gerak yang dapat dimanfaatkan untuk meningkatkan capaian keterampilan gerak. 4.2. Belajar Melalui Gerak Membuktikan strategi gerak yang paling efektif dalam situasi gerak yang berbeda; menginvestigasi modifikasi peraturan yang mendukung fair play dan partisipasi inklusif; menerapkan kepemimpinan, kolaborasi, dan pengambilan keputusan kelompok ketika berpartisipasi di dalam berbagai aktivitas jasmani. 4.3. Bergaya Hidup Aktif Berpartisipasi dalam aktivitas jasmani dan menjelaskan reaksi tubuh terhadap berbagai tingkat intensitas yang berbeda; menjelaskan strategi peningkatan aktivitas jasmani dan pencegahan perilaku sedenter. 4.4. Memilih Hidup yang Menyehatkan Menganalisis risiko kesehatan akibat gaya hidup dan merancang tindakan pencegahan melalui aktivitas jasmani berdasarkan rekomendasi otoritas kesehatan; merancang pola makan sehat berdasarkan analisis kandungan gizi sesuai",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan,,,,CP-PENDIDIKAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 5.1. Terampil Bergerak Menerapkan keterampilan gerak spesifik di dalam berbagai situasi gerak yang menantang; mengembangkan strategi gerak untuk mendapatkan keberhasilan capaian keterampilan gerak melintasi berbagai situasi gerak yang menantang. 5.2. Belajar Melalui Gerak Merefleksikan transfer strategi gerak yang telah dikuasai dalam situasi gerak yang berbeda; memperagakan fair play dan mengevaluasi pengaruh perilaku etis terhadap capaian aktivitas jasmani bagi individu dan kelompok; serta menerapkan strategi pengambilan keputusan dalam kerja tim yang mempertunjukkan keterampilan kepemimpinan dan kolaborasi. 5.3. Bergaya Hidup Aktif Berpartisipasi dalam aktivitas kebugaran dan menginvestigasi dampak partisipasi yang teratur terhadap kesehatan; merancang strategi peningkatan aktivitas kebugaran untuk kesehatan. 5.4. Memilih Hidup yang Menyehatkan Mengevaluasi risiko kesehatan akibat gaya hidup dan tindakan pencegahan melalui aktivitas jasmani serta mempromosikannya menggunakan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pendidikan,,,,CP-PENDIDIKAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 6.1. Terampil Bergerak Mengevaluasi keterampilan gerak spesifik di dalam berbagai situasi gerak yang menantang untuk meningkatkan kinerja gerak; mengevaluasi strategi gerak untuk mendapatkan keberhasilan capaian keterampilan gerak melintasi berbagai situasi gerak yang menantang 6.2. Belajar Melalui Gerak Mengevaluasi strategi gerak yang telah dikuasai dalam situasi gerak baru yang menantang; mengevaluasi fair play dan merefleksikan pengaruh perilaku etis terhadap capaian aktivitas jasmani bagi individu dan kelompok; dan mengevaluasi strategi pengambilan keputusan dalam kerja tim yang mempertunjukkan keterampilan kepemimpinan dan kolaborasi. 6.3. Bergaya Hidup Aktif Berpartisipasi dalam aktivitas kebugaran dan mengevaluasi dampak partisipasi yang teratur terhadap kesehatan; mengevaluasi efektivitas strategi peningkatan aktivitas kebugaran untuk kesehatan. 6.4. Memilih Hidup yang Menyehatkan Mengadvokasi gaya hidup aktif dan sehat melalui aktivitas jasmani menggunakan berbagai media; mengadvokasi pola makan sehat dan bergizi seimbang kepada orang lain sesuai",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-ARAB-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Bahasa Arab,,,,CP-BAHASA-ARAB-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Menyimak ( al-Istima’ ) Menganalisis informasi dalam teks lisan sederhana berbahasa Arab tentang kehidupan sehari-hari ( al-hayat al-yaumiyyah ) dan lingkungan sekitar ( al-bi’ah ). 2. Berbicara ( al-Kalam ) Mengomunikasikan informasi dalam teks lisan sederhana berbahasa Arab dengan baik, santun, dan sesuai dengan pemahaman lintas budaya ( tafahum tsaqafi ) tentang kehidupan sehari-hari ( al-hayat al-yaumiyyah ) dan lingkungan sekitar ( al-bi’ah ). 3. Membaca ( al-Qira’ah )",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-JERMAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Bahasa Jerman,,,,CP-BAHASA-JERMAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Menyimak （聞 く） Menyimpulkan teks tentang gagasan dan informasi lisan atau multimodal dalam bahasa Jepang sederhana. 2. Berbicara （話 す） Mengomunikasikan gagasan, dan informasi secara lisan dalam bahasa Jepang sederhana. 3. Membaca （読 む） Menyimpulkan teks tentang gagasan dan informasi kemudian menghubungkannya dengan teks yang lain dalam bahasa Jepang sederhana. 4. Menulis （書 く） Menyusun teks tulis atau multimodal tentang gagasan dan informasi sederhana secara tertulis dalam bahasa Jepang. XXIV.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-KOREA-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Bahasa Korea,,,,CP-BAHASA-KOREA-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Menyimak Menafsirkan informasi umum, selektif, dan terperinci dari teks lisan sederhana tentang kehidupan sehari-hari dan lingkungan sekitar dengan mengintegrasikan pemahaman lintas budaya. 2. Berbicara Memproduksi teks lisan sederhana tentang kehidupan sehari-hari dan lingkungan sekitar dengan mengintegrasikan pemahaman lintas budaya. 3. Membaca Menafsirkan informasi umum, selektif, dan terperinci dari berbagai jenis teks tulis sederhana tentang kehidupan sehari-hari dan lingkungan sekitar dengan mengintegrasikan pemahaman lintas budaya. 4. Menulis Memproduksi teks tulis sederhana tentang kehidupan sehari-hari dan lingkungan sekitar dengan mengintegrasikan pemahaman lintas budaya. XXV.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-MANDARIN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Bahasa Mandarin,,,,CP-BAHASA-MANDARIN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Menyimak ( 듣기 ) Memahami informasi umum, selektif, dan terperinci dari teks lisan atau multimodal sederhana tentang kehidupan sehari-hari, lingkungan sekitar, dan lintas budaya. 2. Berbicara ( 말하기 ) Memproduksi teks lisan sederhana tentang kehidupan sehari-hari, lingkungan sekitar, dan lintas budaya. 3. Membaca ( 읽기 ) Memahami informasi umum, selektif, dan terperinci dari berbagai jenis teks tulis atau multimodal sederhana tentang kehidupan sehari-hari, lingkungan sekitar, dan lintas budaya. 4. Menulis ( 쓰기 ) Menyusun teks tulis atau multimodal sederhana tentang kehidupan sehari-hari, lingkungan sekitar, dan lintas budaya. XXVI.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-PRANCIS-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Bahasa Prancis,,,,CP-BAHASA-PRANCIS-F,"Pada akhir fase F, berdasarkan data dan fakta tentang peluang, tujuan, kebermaknaan penguasaan bahasa Prancis, dan total alokasi waktu belajar yang tersedia, murid diharapkan dapat mencapai standar CECRL antara A1-A2.2. Mata pelajaran Bahasa Prancis diajarkan dengan menggunakan pendekatan komunikatif berbasis teks dan atau pendekatan pembelajaran bahasa lain yang relevan seperti pembelajaran mendalam, melalui pemanfaatan beragam teks baik lisan maupun tulisan. Profil lulusan merupakan kompetensi yang ingin dituju sebagai luaran jangka panjang. Delapan dimensi profil lulusan harus diterapkan dan diaplikasikan ke dalam pembelajaran Bahasa Prancis. Selama proses pembelajaran, murid diharapkan untuk mandiri, seperti mencari sumber rujukan yang ditugaskan oleh pendidik di internet. B. Tujuan Mata pelajaran Bahasa Prancis bertujuan untuk memastikan murid menguasai dan mengembangkan: 1. Keterampilan berkomunikasi dalam bahasa Prancis secara tulis dan lisan dalam konteks aktivitas sehari-hari dan lingkungan sekitar murid; 2. keterampilan berbahasa Prancis antara level A1 - level A2.2 standar CECRL; 3. pemahaman lintas budaya untuk memahami dan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-KODING-DAN-KECERDASAN-ARTIFISIAL-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Koding dan Kecerdasan Artifisial,,,,CP-KODING-DAN-KECERDASAN-ARTIFISIAL-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 2.1. Berpikir Komputasional Menerapkan berpikir komputasional untuk memecahkan permasalahan kompleks di dunia kerja dan masyarakat serta melakukan prediksi sesuai dengan bidang keahlian. 2.2. Literasi Digital Menerapkan produksi dan diseminasi konten digital tingkat lanjut untuk mendukung pengembangan aplikasi dan KA sesuai dengan bidang keahlian. 2.3. Algoritma Pemrograman Memahami algoritma dan menerapkan pemrograman berorientasi objek pada tools koding tingkat lanjut yang berkaitan dengan pemanfaatan KA. 2.4. Analisis Data Memahami data encoding , menerapkan basis data untuk menyelesaikan permasalahan di dunia kerja dan masyarakat. 2.5. Literasi dan Etika Kecerdasan Artifisial Memahami prinsip kerja teknologi kecerdasan artifisial secara tepat guna dan bertanggungjawab di dunia kerja dan masyarakat dengan memperhatikan aspek etika, keamanan data dan dampak sosial penggunaannya. 2.6. Pemanfaatan dan Pengembangan Kecerdasan Artifisial Mengaktualisasikan produk KA sesuai bidang",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-KODING-DAN-KECERDASAN-ARTIFISIAL-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Koding dan Kecerdasan Artifisial,,,,CP-KODING-DAN-KECERDASAN-ARTIFISIAL-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut. 1.1. Berpikir Komputasional Memahami permasalahan sederhana dalam kehidupan sehari-hari, menerapkan pemecahan masalah secara sistematis, serta menuliskan instruksi logis dan terstruktur menggunakan sekumpulan kosakata atau simbol. 1.2. Literasi Digital Memahami konsep dasar, manfaat, dan dampak teknologi digital, memahami sistem komputer tingkat pradasar, menerapkan pengamanan informasi pribadi dalam komunikasi daring, memanfaatkan internet, dan memproduksi serta mendiseminasi konten digital dalam bentuk teks dan gambar. 1.3. Literasi dan Etika Kecerdasan Artifisial Memahami konsep KA sederhana, manfaat dan dampak KA pada kehidupan sehari-hari, prinsip bahwa KA dikembangkan untuk meningkatkan kesejahteraan manusia dan tidak boleh merugikan manusia, mengetahui perbedaan manusia dan komputer dalam melakukan penginderaan, dan mengetahui perbedaan antara mesin cerdas dan mesin non-cerdas. Memahami etika dasar penggunaan KA seperti empati dan tidak menyakiti orang lain. 1.4. Pemanfaatan dan Pengembangan Kecerdasan Artifisial Menyimulasikan secara sederhana kerja KA saat mengenali pola, mengklasifikasi benda konkret berdasarkan sifatnya, dan mengetahui bagaimana prediksi sistem KA dipengaruhi input benda konkret.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-KODING-DAN-KECERDASAN-ARTIFISIAL-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Koding dan Kecerdasan Artifisial,,,,CP-KODING-DAN-KECERDASAN-ARTIFISIAL-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 2.1. Berpikir Komputasional Menerapkan pengelolaan data, pemecahan masalah sederhana dalam kehidupan masyarakat secara sistematis, dan menuliskan instruksi. 2.2. Literasi Digital Memproduksi dan mendiseminasi konten digital berupa audio, video, slide, dan infografis. 2.3. Literasi dan Etika Kecerdasan Artifisial Memahami perbedaan cara manusia dan KA menggabungkan informasi dari beberapa perangkat penginderaan atau sensor, memahami bagaimana komputer memaknai informasi dari perangkat penginderaan atau sensor, memahami kualitas data, serta manfaat dan dampak KA pada kehidupan masyarakat. Memahami etika penggunaan KA dalam kehidupan sehari-hari seperti menjaga data pribadi dalam menggunakan KA, KA adalah sebagai alat bantu sehingga manusia tidak boleh tergantung dan percaya sepenuhnya pada KA karena KA masih sangat mungkin menghasilkan output yang salah, bias, atau melakukan halusinasi, serta menganalisis konten deep fake dalam bentuk gambar, audio, atau video. 2.4. Pemanfaatan dan Pengembangan Kecerdasan Artifisial Menggunakan perangkat KA sederhana dengan kritis dan mampu menuliskan input bermakna ke dalam sistem KA. 3. Fase E (Umumnya untuk Kelas X SMA/MA)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-KODING-DAN-KECERDASAN-ARTIFISIAL-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Koding dan Kecerdasan Artifisial,,,,CP-KODING-DAN-KECERDASAN-ARTIFISIAL-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 1.1. Berpikir Komputasional Menerapkan berpikir komputasional untuk memecahkan permasalahan pada objek sesuai bidang keahlian. 1.2. Literasi Digital Menerapkan produksi dan diseminasi konten digital dalam bentuk sajian multimedia sesuai dengan bidang keahlian. 1.3. Algoritma Pemrograman Membandingkan beberapa algoritma dan menerapkan algoritma pemrograman untuk menghasilkan aplikasi. 1.4. Analisis Data Memahami konsep dasar basis data dan menerapkan pengolahan data pada basis data. 1.5. Literasi dan Etika Kecerdasan Artifisial Memahami prinsip kerja teknologi kecerdasan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-SEJARAH-SMK-MAK-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Sejarah Smk/Mak,,,,CP-SEJARAH-SMK-MAK-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut 1.1. Pemahaman Konsep Memahami konsep dasar ilmu sejarah serta menginterpretasi berbagai peristiwa sejarah Indonesia yang berkaitan dengan masa Kerajaan Hindu-Buddha, Kerajaan Islam, Penjajahan Bangsa Barat, hingga Perjuangan Pergerakan Kebangsaan Indonesia. Murid mengaplikasikan keterampilan berpikir sejarah dalam mengkritisi peristiwa masa lalu yang relevan dengan bidang kejuruannya. 1.2. Keterampilan Proses Memahami konsep dasar ilmu sejarah dan mampu berpikir sejarah melalui proses",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
