learning_outcome_code,education_level,phase,subject,element_name,learning_outcome_text,source_resource_id,official_source_url,verification_status
LO-PENDIDIKAN-KHUSUS-SENI-TARI-E-5.1,SMA,E,Pendidikan Khusus Seni Tari,Mengalami (Experiencing),Memahami dan menggali makna dari unsur gerak tari pada tari nusantara dan kreasi modern dalam bentuk karya seni melalui pengamatan sebuah video atau pementasan secara langsung,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-E-5.2,SMA,E,Pendidikan Khusus Seni Tari,Merefleksikan (Reflecting),Mengevaluasi hasil penciptaan karya gerak tari nusantara dan tari modern dengan mengapresiasi nilai estetis dalam menciptakan ide-ide baru ke dalam karyanya dengan kreatif dan mandiri.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-E-5.3,SMA,E,Pendidikan Khusus Seni Tari,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),Menunjukkan hasil karya gerak tari kreasi nusantara atau modern sederhana secara individu maupun kelompok.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-E-5.4,SMA,E,Pendidikan Khusus Seni Tari,Mengekspresikan (Expressing),Mengekspresikan karya gerak tari kreasi modern atau tari nusantara sangat sederhana berdasarkan makna dan unsur tari dari tari tradisi modern atau tari nusantara sesuai dengan kemampuan murid,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-E-5.5,SMA,E,Pendidikan Khusus Seni Tari,Berdampak (Impacting),"Mengaktualisasikan diri melalui pertunjukan tari pada lingkungan sekitar dan menumbuhkan rasa keanekaragaman, kreatif, dan mandiri.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-F-6.1,SMA,F,Pendidikan Khusus Seni Tari,Mengalami (Experiencing),"Memahami dan membandingkan berbagai macam pertunjukan tari kreasi baru dan tari kontemporer berdasarkan makna, unsur tari dan nilai estetis dari perspektif berbagai aspek seni sesuai dengan pengalaman dan wawasan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-F-6.2,SMA,F,Pendidikan Khusus Seni Tari,Merefleksikan (Reflecting),Mengevaluasi hasil penciptaan karya tari dengan mengapresiasi nilai estetis tari tradisi sesuai kemampuan.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-F-6.3,SMA,F,Pendidikan Khusus Seni Tari,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menunjukkan hasil penciptaan tari kreasi baru, tari kontemporer dan tari mancanegara secara individu maupun kelompok dalam pertunjukan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-F-6.4,SMA,F,Pendidikan Khusus Seni Tari,Mengekspresikan (Expressing),"Mengekspresikan tari kreasi sederhana yang terinspirasi dari hasil membandingkan berbagai pertunjukkan tari tradisi, kreasi, dan kontemporer berdasarkan kemampuan masing-masing.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TARI-F-6.5,SMA,F,Pendidikan Khusus Seni Tari,Berdampak (Impacting),"Mengaktualisasikan diri dalam mempengaruhi orang lain untuk mengapresiasi pertunjukan tari tradisi, kreasi, dan kontemporer berdasarkan kemampuan masing-masing",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-A-1.1,SD,A,Pendidikan Khusus Seni Teater,Mengalami (Experiencing),"Mengenali teater: tokoh (lingkungan terdekat), gerak (gerakan satu sampai dua anggota tubuh), dialog (olah vokal dasar berupa huruf A, I, U, E, O), dan pantomim (gerak tubuh, ekspresi wajah) secara dasar melalui pengamatan pertunjukan sederhana baik langsung maupun tidak langsung.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-A-1.2,SD,A,Pendidikan Khusus Seni Teater,Merefleksikan (Reflecting),"Menemukan teater (tokoh), dan pantomim (gerak tubuh, ekspresi wajah) yang sudah dilihat/didengarkan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-A-1.3,SD,A,Pendidikan Khusus Seni Teater,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menemukan kostum, riasan, dan, hands props.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-A-1.4,SD,A,Pendidikan Khusus Seni Teater,Mengekspresikan (Expressing),"Meniru teater (tokoh, gerak, dialog), dan pantomim (gerak tubuh, ekspresi wajah) yang sangat sederhana.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-B-2.1,SD,B,Pendidikan Khusus Seni Teater,Mengalami (Experiencing),"Mengenali teater: tokoh (lingkungan sekitar), gerak mengkombinasikan beberapa gerak tubuh), dialog (suara alam) dan pantomim: gerak tubuh (gerak-gerak tunggal) dan ekspresi wajah melalui pengamatan pertunjukan sederhana, baik langsung maupun tidak langsung.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-B-2.2,SD,B,Pendidikan Khusus Seni Teater,Merefleksikan (Reflecting),"Memberi tahu teater (peran) dan pantomim (gerak tubuh, ekspresi wajah) yang sudah dilihat/didengarnya.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-B-2.3,SD,B,Pendidikan Khusus Seni Teater,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menerapkan kostum, riasan, dan hands props dengan bantuan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-B-2.4,SD,B,Pendidikan Khusus Seni Teater,Mengekspresikan (Expressing),"Menghafal, meniru teater (tokoh, gerak, dialog), dan pantomim (gerak tubuh, ekspresi wajah), melalui pertunjukan tunggal.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-C-3.1,SD,C,Pendidikan Khusus Seni Teater,Mengalami (Experiencing),"Mengidentifikasi teater (tokoh, gerak, dialog), juga pantomim (gerak tubuh, ekspresi wajah) melalui pengamatan pertunjukan sederhana baik langsung maupun tidak langsung.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-C-3.2,SD,C,Pendidikan Khusus Seni Teater,Merefleksikan (Reflecting),"Menemukan, menceritakan (peran) dalam teater, pantomim yang sudah dimainkan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-C-3.3,SD,C,Pendidikan Khusus Seni Teater,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menerapkan kostum, riasan, dan hands props tanpa bantuan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-C-3.4,SD,C,Pendidikan Khusus Seni Teater,Mengekspresikan (Expressing),"Menghafal, meniru teater (tokoh, gerak, dialog), dan pantomim (gerak tubuh, ekspresi wajah), melalui pertunjukan yang sangat sederhana.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-D-4.1,SMP,D,Pendidikan Khusus Seni Teater,Mengalami (Experiencing),"Mengidentifikasi teater (tokoh, karakter, gerak, dan dialog), pantomim (gerak tubuh, ekspresi wajah), dan melakukan dramatic reading (bedah naskah) melalui pengamatan langsung dan tidak langsung.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-D-4.2,SMP,D,Pendidikan Khusus Seni Teater,Merefleksikan (Reflecting),"Menceritakan teater, dramatic reading, dan pantomim yang sudah dimainkan dengan kosakata sederhana dan bimbingan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-D-4.3,SMP,D,Pendidikan Khusus Seni Teater,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menjelaskan fungsi kostum, riasan, dan properti.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-D-4.4,SMP,D,Pendidikan Khusus Seni Teater,Mengekspresikan (Expressing),"Mengontraskan teater atau pantomim melalui pertunjukan yang sangat sederhana dengan tema kehidupan sehari-sehari; dan menceritakan isi naskah dengan benar, dan utuh disertai bimbingan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-D-4.5,SMP,D,Pendidikan Khusus Seni Teater,Berdampak (Impacting),"Menghasilkan dalam sebuah pertunjukan teater, dramatic reading, dan melakukan pantomim dengan bimbingan dan percaya diri.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-E-5.1,SMA,E,Pendidikan Khusus Seni Teater,Mengalami (Experiencing),"Menjelaskan teater (tokoh, karakter, gerak, dialog), drama audio (naskah, dialog); dan melakukan pantomim (gerak tubuh, ekspresi wajah) melalui pengamatan tidak langsung.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-E-5.2,SMA,E,Pendidikan Khusus Seni Teater,Merefleksikan (Reflecting),"Menganalisis pertunjukan teater, drama audio, dan pantomim, yang sudah dimainkan dengan kosakata sederhana dan bimbingan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-E-5.3,SMA,E,Pendidikan Khusus Seni Teater,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menciptakan kostum, riasan, properti, dan multimedia secara sederhana.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-E-5.4,SMA,E,Pendidikan Khusus Seni Teater,Mengekspresikan (Expressing),"Menerapkan, membuat rencana pertunjukan teater, drama audio, dan melakukan pantomim melalui pertunjukan yang sederhana dan berdurasi singkat.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-E-5.5,SMA,E,Pendidikan Khusus Seni Teater,Berdampak (Impacting),"Menghasilkan sebuah pertunjukan teater, drama audio, dan melakukan pantomim dengan mandiri dan percaya diri.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-F-6.1,SMA,F,Pendidikan Khusus Seni Teater,Mengalami (Experiencing),"Menjelaskan teater (tokoh, karakter, gerak, dialog), drama audio (naskah, dialog) dan melakukan pantomim (gerak tubuh, ekspresi wajah) melalui pengamatan langsung.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-F-6.2,SMA,F,Pendidikan Khusus Seni Teater,Merefleksikan (Reflecting),"Menganalisis pertunjukan teater, drama audio, dan melakukan pantomim yang sudah dimainkan dengan kosakata sederhana.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-F-6.3,SMA,F,Pendidikan Khusus Seni Teater,Berpikir dan Bekerja Artistik (Thinking and Working Artistically),"Menciptakan kostum, riasan, properti, dan multimedia secara sederhana dengan mandiri.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-F-6.4,SMA,F,Pendidikan Khusus Seni Teater,Mengekspresikan (Expressing),"Menerapkan, membuat rencana pertunjukan teater, drama audio; dan melakukan pantomim melalui pertunjukan yang sederhana dan berdurasi singkat.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-SENI-TEATER-F-6.5,SMA,F,Pendidikan Khusus Seni Teater,Berdampak (Impacting),"Menghasilkan sebuah pertunjukan teater, drama audio; dan melakukan pantomim dengan mandiri, percaya diri, dan bekerja sama.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-A-1.1,SD,A,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Terampil Bergerak,karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-A-1.2,SD,A,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Belajar melalui Gerak,"Menaati dan menerapkan peraturan untuk mengembangkan bermain sportif di dalam berbagai aktivitas jasmani; menerapkan kerja sama ketika melakukan aktivitas jasmani, yang disesuaikan dengan kemampuan dan karakteristik murid (kondisional).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-A-1.3,SD,A,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Bergaya Hidup Aktif,Berpartisipasi di dalam berbagai aktivitas jasmani dan mengeksplorasi manfaat yang disesuaikan dengan kemampuan karakteristik murid.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-A-1.4,SD,A,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Memilih Hidup yang Menyehatkan,Mengenali gaya hidup aktif dan sehat; dan mengenali manfaat menjaga kebersihan diri yang disesuaikan dengan kemampuan dan karakteristik murid.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-B-2.1,SD,B,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Terampil Bergerak,Menunjukkan keterampilan gerak fundamental dan menerapkan aktivitas permainan olahraga; menerapkan dan menyesuaikan strategi gerak untuk mendapatkan capaian keterampilan gerak; dan memperagakan konsep gerak yang dapat diterapkan dalam rangkaian gerak yang disesuaikan dengan kemampuan karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-B-2.2,SD,B,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Belajar melalui Gerak,Mengamati strategi gerak sederhana; menerapkan peraturan untuk mengembangkan bermain sportif ketika berpartisipasi atau merancang aktivitas jasmani; mempertunjukkan berbagai peran dengan cara yang terhormat untuk mendapatkan keberhasilan capaian di dalam aktivitas gerak kelompok atau tim disesuaikan dengan kemampuan karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-B-2.3,SD,B,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Bergaya Hidup Aktif,Berpartisipasi dalam berbagai aktivitas jasmani dan mengenali manfaat aktivitas jasmani.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-B-2.4,SD,B,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Memilih Hidup yang Menyehatkan,Mengenali risiko kesehatan akibat gaya hidup dan berbagai aktivitas jasmani untuk pencegahannya; memahami pola makan sehat dan bergizi seimbang sesuai rekomendasi kesehatan untuk menunjang aktivitas sehari-hari; dan mempraktikkan penanganan cedera ringan sesuai pemahaman tentang prinsip pertolongan pertama disesuaikan dengan kemampuan karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-C-3.1,SD,C,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Terampil Bergerak,Mempraktikkan variasi dan kombinasi berbagai keterampilan gerak; menerapkan gerak yang sudah dikuasai ke dalam berbagai aktivitas permainan olahraga disesuaikan dengan kemampuan karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-C-3.2,SD,C,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Belajar melalui Gerak,"Menerapkan strategi gerak dalam berbagai situasi gerak; merancang dan modifikasi permainan untuk mendukung fair play dan partisipasi inklusif; dan berpartisipasi secara positif dalam kelompok atau tim dengan memberi kontribusi pada aktivitas kelompok, mendorong orang lain dan menegosiasikan peran dan tanggung jawab disesuaikan dengan kemampuan karakteristik murid.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-C-3.3,SD,C,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Bergaya Hidup Aktif,"Memahami manfaat aktivitas jasmani untuk menggambarkan pengaruh terhadap kesehatan; berpartisipasi dalam aktivitas jasmani di luar ruang dan/atau lingkungan alam dan menggambarkan faktor-faktor yang mempengaruhi kesehatan, baik secara pribadi maupun kelompok.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-C-3.4,SD,C,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Memilih Hidup yang Menyehatkan,Mengetahui risiko kesehatan akibat gaya hidup dan pencegahan melalui aktivitas jasmani berdasarkan gaya hidup sehat; memilih makanan sehat untuk menunjang aktivitas jasmani berdasarkan informasi kandungan gizi pada makanan; dan mempraktikkan penanganan cedera sedang sesuai pemahaman tentang prinsip pertolongan pertama yang disesuaikan dengan kemampuan karakteristik murid.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-D-4.1,SMP,D,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Terampil Bergerak,Menunjukkan kemampuan keterampilan gerak serta mentransfernya ke dalam berbagai situasi gerak; menyusun dan memperagakan strategi gerak yang dapat dimanfaatkan untuk meningkatkan capaian keterampilan gerak; memperagakan dan menjelaskan konsep gerak yang dapat dimanfaatkan untuk meningkatkan capaian keterampilan gerak yang disesuaikan dengan kemampuan karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-D-4.2,SMP,D,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Belajar melalui Gerak,"Mempraktikkan dan memahami strategi gerak yang paling efektif dalam situasi gerak yang berbeda; memodifikasi peralatan, peraturan, dan sistem skoring yang mendukung fair play dan partisipasi inklusif; dan menerapkan kepemimpinan, kolaborasi, serta proses pengambilan keputusan kelompok ketika berpartisipasi di dalam berbagai aktivitas jasmani.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-D-4.3,SMP,D,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Bergaya Hidup Aktif,Berpartisipasi dalam aktivitas jasmani untuk menggambarkan reaksi tubuh terhadap berbagai tingkat intensitas yang berbeda; berpartisipasi dalam aktivitas jasmani yang menyehatkan di luar ruang dan/atau lingkungan alam dan menggambarkan sumber daya yang dibutuhkan untuk meningkatkan partisipasi; dan menjelaskan dan mengusulkan strategi peningkatan aktivitas jasmani dan perilaku pencegahan penyakit disesuaikan dengan kemampuan dan karakteristik murid (kondisional).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-D-4.4,SMP,D,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Memilih Hidup yang Menyehatkan,Mengevaluasi risiko kesehatan akibat gaya hidup dan tindakan pencegahan melalui aktivitas jasmani;. merancang pilihan makanan sehat berdasarkan analisis kandungan gizi sesuai kebutuhan aktivitas jasmani; dan mempraktikkan prosedur untuk menangani cedera yang berisiko terhadap Kesehatan dan keselamatan berdasarkan prinsip pertolongan pertama.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-E-5.1,SMA,E,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Terampil Bergerak,"Merancang, menerapkan dan menghaluskan keterampilan gerak spesifik di dalam berbagai situasi gerak yang menantang. Menciptakan dan mengembangkan strategi gerak untuk mendapatkan keberhasilan capaian keterampilan gerak melintasi berbagai situasi gerak yang menantang. Menerapkan konsep gerak di dalam situasi gerak baru yang menantang dan menganalisis dampak tiap konsep pada capaian keterampilan gerak.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-E-5.2,SMA,E,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Belajar melalui Gerak,"Mengevaluasi strategi gerak yang telah dikuasai dalam situasi gerak yang berbeda. Murid memperagakan bermain jujur dan mengevaluasi pengaruh perilaku etis terhadap capaian aktivitas jasmani bagi individu dan kelompok. Murid merencanakan, menerapkan, dan menyempurnakan strategi pengambilan keputusan dalam kerja tim yang mempertunjukkan keterampilan kepemimpinan dan kolaborasi.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-E-5.3,SMA,E,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Bergaya Hidup Aktif,"Mengevaluasi aktivitas kebugaran dan mengetahui dampak partisipasi yang teratur terhadap kesehatan. Berpartisipasi dalam aktivitas kebugaran di luar ruang dan/atau lingkungan alam, dan merancang strategi peningkatan pemanfaatannya. Merancang strategi peningkatan aktivitas kebugaran untuk kesehatan dan mempraktikkan latihan pengembangan kebugaran jasmani yang disesuaikan dengan kemampuan dan karakteristik Murid (kondisional).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-E-5.4,SMA,E,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Memilih Hidup yang Menyehatkan,"Mengevaluasi sikap dan kebiasaan untuk menjadi individu yang sehat, aktif, menyukai tantangan, dan cara menghadapinya secara positif dalam konteks aktivitas jasmani dengan menunjukkan perilaku menghormati diri sendiri dan orang lain sesuai dengan kemampuan dan karakteristik murid.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-KHUSUS-PENDIDIKAN-JASMANI-OLAHRAGA-DAN-KESEHATAN-F-6.1,SMA,F,"Pendidikan Khusus Pendidikan Jasmani, Olahraga, dan Kesehatan",Terampil Bergerak,"Menunjukkan, menerapkan, menghaluskan dan mengevaluasi keterampilan gerak spesifik di dalam berbagai situasi gerak yang menantang untuk meningkatkan kinerja gerak. Menciptakan, mengembangkan dan mengevaluasi strategi gerak untuk mendapatkan keberhasilan capaian keterampilan gerak melintasi berbagai situasi gerak yang menantang. Menerapkan konsep gerak di dalam situasi gerak baru yang menantang dan mengevaluasi dampak tiap konsep pada capaian keterampilan gerak.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
